id	authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding	falsified_media
271	Linda Weber	Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells	Int. J. Cancer: 132, 795Ã806 (2013)	10.1002/ijc.86640	2003	February	0	0	1	1	Duplicated or mirrored blot panels, or lanes within blots	1	NA	1	1	0	1	Linda Weber	Icahn School of Medicine at Mount Sinai	197	1893	1995	2008	Pseudomonas aeruginosa|Molecular oncology|Metabolic engineering|DNA repair|Cell biology|Notch signaling pathway|Biochemistry|Medicine|Internal medicine|Molecular biology	Journal publications	Percival Powlowski V|Yuying Zhang|Cameron Parker|Jaqueline Ward|Lucinda Walter|Trycia Funk|Jaclyn Connelly|Lauryn Pollich|Kara Buckridge|Margie Graham	Oncogene|Arteriosclerosis, Thrombosis, and Vascular Biology|Hepatology|Clinical and Investigative Medicine|Applied and Environmental Microbiology|JAMA Oncology|Proceedings of the National Academy of Sciences of the United States of America|Genes & Development	Icahn School of Medicine at Mount Sinai|Yonsei University|Tel Aviv University|Chung Shan Medical University	NA	10	1	8	4	0	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	25	7.88	PhD	Biology	10	273484	6	1	10	11	8	27	private	TRUE
272	Oleta Rath	Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast	J. Clin. Microbiol. 2003, 41(6):2341	10.1128/JCM.49.6.2349-6257.2003	2003	March	0	1	0	1	Identical microscopy panels, might be error	1	NA	0	1	1	1	Oleta Rath	Carolinas Medical Center	17	7525	1991	2017	Peptide vaccine|Signal transduction|Microbiology|Osteogenesis imperfecta|Antibody|Plasmid|Angiogenesis|Cell growth|Caveolae|Biology	Journal publications	Ephraim Kshlerin|Alisa Schultz|Nels McClure|Fiona Lesch|Suhrab Kurbanov|Eleanora Fadel|Elna Kertzmann|Stephon Gaylord|Gayle Ward|Jordy McCullough V	Applied and Environmental Microbiology|Parasitology Research|PLOS Pathogens|Journal of Virology|Artificial Cells Nanomedicine and Biotechnology|Structure|Journal of Geophysical Research|The American Journal of the Medical Sciences|Clinical Microbiology and Infection|Proteomics|Experimental and Therapeutic Medicine	Carolinas Medical Center|University of Lyon|Hunan Normal University	NA	10	1	11	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	29	0.5862068965517241	NA	NA	4	299204	3	1	18	10	7	74	private	TRUE
273	Ceasar Will	Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide	PLOS One, 14 April 2014 | Volume 9 | Issue 4 | e94472	10.1371/journal.pone.1258566	2004	March	0	1	0	1	Duplicated, and shifted western blot panels	1	NA	1	1	1	1	Ceasar Will	University of Pittsburgh	66	11147	1994	2013	Cancer research|Immunology|Cerebral vasospasm|Toxicology|Hepatitis B|Endocrinology|Salmonella|Surgery|Pathology|Ecology	Journal publications	Haylee Von|Denis Langosh|Manuela Dietrich|Kyleigh Auer Sr.|Citlalli Berge IV|Dora Haag|Shane Raynor|Renee McKenzie|Abdul Rempel IV|Eulalia Cormier	Journal of Biological Chemistry|Journal of Bacteriology|Experimental Diabesity Research|Advances in Experimental Medicine and Biology|Nature Medicine|Biochemical and Biophysical Research Communications|Proceedings of the National Academy of Sciences of the United States of America|International Journal of Oral-Medical Sciences|American Journal of Pathology|Cancer Research|Journal of Biological Chemistry	University of Pittsburgh|New York Institute of Technology|Nara Institute of Science and Technology|University of California, Los Angeles|Columbia University|Shandong University|Zhengzhou University|University of Minnesota|China Medical University (PRC)|Queen's University Belfast|Rutgers University	NA	10	1	11	11	0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	26	2.5384615384615383	Bachelor	Human Nutrition	5	148253	3	0	15	0	7	52	private	TRUE
274	Alexandrea Kassulke	Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by Gingipains of Porphyromonas gingivalis for the Pathology of Periodontal Disease	PLOS ONE, April 2013 | Volume 8 | Issue 4 | e62170	10.1371/journal.pone.4919531	2005	March	0	1	0	1	duplicated bands within same gel panel	1	NA	1	0	1	1	Alexandrea Kassulke	Millennium Institute	207	11176	1992	2017	Calcium signaling|ICAD|Angiogenesis|Matrix metalloproteinase|Francisella tularensis|Pharmacology|Cell biology|Downregulation and upregulation|Membrane protein|Molecular biology	Journal publications	Marie Marchal|Makayla Ankunding|Peggie Kuvalis|Jerad Davis Sr.|Eulah Price DVM|Rosanna Ebert|Earl Bednar DVM|Bette Jewess|Lester Friesen|Clifton Ferry	Cancer Research|Infection and Immunity|Gene Therapy|Endocrine-related Cancer|PLOS ONE|Bone|Cancer Research|Open Journal of Urology|Cancer Cell|Clinical Cancer Research|The Lancet	Millennium Institute|Central Taiwan University of Science and Technology|Ciber	NA	10	1	11	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	28	7.392857142857143	Bachelor	Microbiology and Immunology	5	255082	1	1	24	12	15	63	public 	TRUE
275	Lucie Goldner	Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury	PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105049, doi: 10.1371/journal.pone.0105049	10.1371/journal.pone.810.1371	2005	March	0	0	0	1	Duplicated control blot panel	1	NA	0	0	0	1	Lucie Goldner	University of Colorado Hospital	151	181	1999	2007	Creutzfeldt-Jakob Syndrome|Coactivator|Biology|Cancer|Pollen-pistil interaction|Oxidative stress|Proteasome|Cell biology|Sodium|AMPK	Journal publications	Maud Bailey|Maurine Schowalter|Deron Wisoky|Clifton Ferry|Citlalli Berge IV|Hattie Marvin|Eleanora Fadel|Kailey Harris|Michale Ortiz|Sara Al Habyan	ACS Nano|Cancer Research|Cell Reports|Cytokine|Infection, Genetics and Evolution|Annals of Oncology|Nanoscale Research Letters|Lung Cancer|Biochemical Society Transactions|Nucleic Acids Research|Journal of Medical Microbiology	University of Colorado Hospital|University of Texas MD Anderson Cancer Center|Tsinghua University|University of Pisa|National Kaohsiung Normal University	NA	10	1	11	5	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	21	7.190476190476191	NA	NA	4	20544	5	0	15	10	5	48	private	TRUE
276	Kasandra Walter	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	Journal of Autoimmunity 25 (2005) 206-214	10.1016/j.jaut.2006.77.029	2006	February	0	0	0	1	Duplicated microscopy panels	1	NA	1	0	1	1	Kasandra Walter	University of New Mexico	177	2365	1996	2017	Geology|Stroke|Microtubule|Nucleosome|Medicine|Recoverin|System of measurement|DNMT1|Amyloid precursor protein secretase|Acupuncture	Journal publications	Jaylan Hane PhD|Isidro Torphy|Kip Lemke I|Dr. Modesto Russel|Tomonori Abe|Ona Price|Greyson Kunze|Valerie Kemmer|Robin Jacobson|Jarret Littel	Journal of Neuroinflammation|Autoimmunity Reviews|Journal of Autoimmunity|Journal of Cell Biology|Breast Cancer Research and Treatment|Journal of Clinical Investigation|Molecular Microbiology	University of New Mexico|Duke University|National Institutes of Health|Fukuyama University	NA	10	1	7	4	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	24	7.375	NA	NA	4	21731	16	1	30	21	4	76	public  	TRUE
277	Queen Herman	Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii-Induced Nitric Oxide both In Vitro and in the Newborn Rat Model of Necrotizing Enterocolitis__	Cytokine 37 (2007) 227Ã235	10.1016/j.cyto.2009.20.578	2009	March	1	0	0	1	Multiple cases of shifted or duplicated blot panels	1	NA	1	1	0	1	Queen Herman	Children's Memorial Hospital	116	10378	2007	2018	Fibroblast growth factor receptor|Cancer research|Biology|Young adult|Hadron|Branhamella|Medicine|Effector|Western blot|Experimental autoimmune encephalomyelitis	Journal publications	Jamel Mayer|Savannah Miller|Stephania Rau|Deven Kessler|Ramon Senger	Cytokine|Journal of Hazardous Materials|Cell Reports|Anti-inflammatory & anti-allergy agents in medicinal chemistry|International Urology and Nephrology|Journal of Immunology|Nature Genetics|Proceedings of the National Academy of Sciences of the United States of America|PLOS ONE|Genome Announcements	Children's Memorial Hospital|Kyushu University|Saga Group|Rothamsted Research|University of Michigan|Dalian Institute of Chemical Physics|French Institute of Health and Medical Research|Columbia University|Kyoto University|University of California, San Diego|University of California, Davis	NA	5	1	10	11	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	13	8.923076923076923	NA	NA	4	53525	4	1	28	18	5	73	public	TRUE
278	Garfield Zboncak	The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague Virulence__	J. Clin. Microbiol. 2005, 43(8):4002	10.1128/JCM.46.6.9493-4639.2009	2009	February	1	0	0	1	duplicated blots, two sets	1	NA	0	0	0	1	Garfield Zboncak	University of Michigan	173	18205	1999	2016	Antibody|Immune system|Molecular biology|Cell biology|Electrophoretic mobility shift assay|Gene expression|Engineering|Medicine|Bacteria|Genetics	Journal publications	Jamel Mayer|Agustina Gleichner|Frida Ortiz|Adrianna Grady|Willa Lubowitz|Hilbert Hegmann|Nyasia Howe|Jamey Smitham DVM|Clementina Mosciski|Clifton Ferry	Journal of Clinical Microbiology|BMC Infectious Diseases|Cell Transplantation|Anti-inflammatory & anti-allergy agents in medicinal chemistry|BJUI|Nature Genetics|Biomedicine & Pharmacotherapy|Chemical Society Reviews|Molecular and Clinical Oncology|PflÃ¼gers Archiv: European Journal of Physiology|Journal of Cell Biology	University of Michigan|University of Edinburgh	NA	10	1	11	2	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	21	8.238095238095237	NA	NA	4	255397	2	0	13	7	5	66	public	TRUE
279	Gilberto Mosciski	Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independent Manner__	PLOS Genetics, July 2014 | Volume 10 | Issue 7 | e1004480	10.1371/journal.pgen.10.1371	2010	March	1	0	1	1	Rotated microscopy images	1	NA	1	1	0	1	Gilberto Mosciski	Boston University	51	5358	2002	2015	Francisella tularensis|Biology|Medicine|Ovarian cancer|Analytical chemistry|Cancer research|MTT assay|Cancer|Metastasis|Immunology	Journal publications	Amanda Hodkiewicz|Christian Conroy|Cathrine Howell|Roxane Langosh|J. SchÃ¶lmerich|Cameron Parker|Hattie Marvin|Dora Haag|Ambrose Rutherford|Corrine Purdy II	PLOS Genetics|Journal of Molecular Cell Biology|American Journal of Cancer Research|Journal of Biological Chemistry|Cancer Research|Oncogene|British Journal of Cancer	Boston University|Catholic University of the Sacred Heart|Tsinghua University|Princeton University|Shanghai Jiao Tong University|Johns Hopkins University School of Medicine|Duke University|University of South Carolina|Yamagata University|China Agricultural University|University of Washington	NA	10	1	7	11	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	18	2.8333333333333335	PhD	Plant Pathology/Phytopathology	10	159647	5	0	15	5	6	67	private	TRUE
280	Demarco Stokes	Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiated THP-1 and Human Monocyte-Derived Dendritic Cells__	Nature, Vol. 454, 24 July 2008, page 528	10.1038/nature85159	2010	March	0	1	0	0	Same band seen twice in one blot strip	1	NA	0	0	0	1	Demarco Stokes	University of Phoenix Online	104	3705	2007	2018	Mycotoxin|CRISPR|Induced pluripotent stem cell|Proto-oncogene tyrosine-protein kinase Src|Medicine|Antigen|Immunology|Tumor microenvironment|PI3K/AKT/mTOR pathway|Surgery	Journal publications	Tyson Fadel|Rahsaan Von|Maximilian Renner|Jessy Murray|Simone Prosacco|Alexandra Yundt|Ezequiel Abernathy|Clementina Mosciski|Manuela Kling|Margie Graham	Nature|International Journal of Cancer|Gastroenterology|Journal of Virology|Neural Regeneration Research|Nature Communications|Journal of Biomedical Nanotechnology|Prostaglandins & Other Lipid Mediators|Journal of Structural Biology|Cell Reports|Frontiers in Bioscience	University of Phoenix Online|University of California, San Francisco|Princeton University|Commissariat Ã  l'Ã©nergie atomique et aux Ã©nergies alternatives|National University of Singapore|Harvard University|University at Albany, SUNY|University of Michigan|University of Tokyo|Nanjing Agricultural University|University of Arizona	NA	10	1	11	11	0	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	13	8	NA	NA	4	48579	12	1	25	8	5	39	public	TRUE
281	Lon Mohr	Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__	Infect. Immun. 2013, 81(9):3239. DOI: 10.1128/IAI.00552-13	10.1128/IAI.17085-23	2011	February	1	1	1	0	Duplicated blots	1	NA	1	1	0	1	Lon Mohr	Nihon University	46	2076	1998	2020	Chemistry|Na+/K+-ATPase|Biology|Toll-like receptor|Diabetes mellitus|Cell|Central nervous system|Cell cycle|Insulin|Microbiology	Journal publications	Selena Kshlerin	Cellular Microbiology|Nuclear Receptor|Chemical Science|Journal of Oral Pathology & Medicine|Cell and Tissue Research|Nature|Peptides|Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health|Pharmacogenomics and Personalized Medicine|PLOS ONE|Quarterly Reviews of Biophysics	Nihon University|University of Freiburg|Bengbu Medical College|Chinese Academy of Sciences|Shanghai Jiao Tong University|Hanyang University|Duke University|Sichuan University	NA	1	1	11	8	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	22	2.090909090909091	NA	NA	4	85436	4	0	21	12	2	79	public	TRUE
282	Bernita Mertz II	Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recruitment and Intracellular Replication of Legionella pneumophila__	Lung Cancer 63 (2009) 227Ã234	10.1016/j.lungcan.2011.63.830	2011	May	0	0	1	1	Mirrored microscopy image	1	NA	1	1	0	1	Bernita Mertz II	University of Lyon	14	8082	2008	2015	Medicine|Young adult|Biology|Cell culture|Gene|Cytokine|Bone morphogenetic protein 2|Docosahexaenoic acid|Recombinant DNA|Catalysis	Journal publications	Dr. Aric Blick|Ayana Muller|Toni Donnelly|Christian Conroy|Delores Mueller I|Mathias Heaney|Carolyne Padberg Jr.|Richmond Quitzon|Waylon McGlynn|Belle Pacocha	Journal of Fish Diseases|Parasitology Research	University of Lyon|Shanghai Jiao Tong University|ARCO|Medical University of Vienna	NA	10	1	2	4	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	12	1.1666666666666667	Other	Pharmacology	1	71641	2	0	11	6	13	97	public	TRUE
283	Zella Treutel	Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen on Human Erythrocytes	Cytokine 49 (2010) 312Ã318	10.1016/j.cyto.2015.71.517	2015	January	1	1	0	0	overlapping microscopy images	1	NA	0	0	0	1	Zella Treutel	Case Western Reserve University	29	397	1991	2015	Biology|Regulation of gene expression|Immunology|Viability assay|Signal transduction|Atmospheric sciences|Cell culture|Natriuresis|Yeast|Cell biology	Journal publications	Abby Blanda|Dr. Anna O'Connell|Tyshawn Hettinger|Tristian Heaney|Jose Stehr|Adrianna Grady|Abelardo Friesen|Vance Smitham|Valentin Reinger|Freda Koss	Journal of Cellular Physiology|International Journal of Food Microbiology|Journal of Clinical Microbiology	Case Western Reserve University|University of Manitoba|Central Taiwan University of Science and Technology	NA	10	1	3	3	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	29	1	Other	Chemistry	1	105094	2	0	14	7	3	52	public	TRUE
284	Gino Rohan	NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection	Int. J. Cancer: 133, 2726Ã2736 (2013)	10.1002/ijc.67076	2015	January	1	1	1	1	multiple duplicated microscopy images	1	NA	0	1	0	1	Gino Rohan	Louisiana State University	20	4805	1992	2020	Botany|Internal medicine|Euclidean distance|Biology|Lipid signaling|Activator (genetics)|Cell migration|Lung cancer|Kinase|Transcription factor	Journal publications	Frida Ortiz|Alisa Wyman|Laura Pfannerstill|Jaclyn Connelly|Elmo McDermott|Bud Green|Arden Kirlin|Dena Roberts|Emilie Will|Jayden Johns	Autophagy|Free Radical Biology and Medicine|Analytical Biochemistry|Journal of Neurochemistry|Current Opinion in Pharmacology|PLOS ONE|Experimental and Therapeutic Medicine|Journal of Venomous Animals and Toxins Including Tropical Diseases|Molecular Microbiology|Journal of Immunology|BioMed Research International	Louisiana State University|Xi'an Jiaotong University|Shizuoka University|Kaohsiung Medical University|RMIT University|University of Tsukuba|University of Connecticut Health Center|University of Cambridge|Albany College of Pharmacy and Health Sciences	NA	10	1	11	9	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	28	0.7142857142857143	Bachelor	Ecology and Evolutionary Biology	5	52341	10	2	19	7	4	51	public	TRUE
285	Lucinda Walter	Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host	Lung Cancer (2006) 53, 273Ã‘284	10.1016/j.lungcan.2015.44.044	2015	January	1	1	0	1	duplicated blots, shifted, band duplicated within same panel	1	NA	0	1	1	1	Lucinda Walter	Memorial University of Newfoundland	173	7813	2014	2016	Lung injury|Adiponectin|Intracellular|Periplasmic space|Biology|PI3K/AKT/mTOR pathway|Virology|Microbiology|Cancer research|Internal medicine	Journal publications	Abdul Koss|Janick Champlin|Cordie McDermott|Angel Lueilwitz|Karen Reichel|Vilma Hagenes|Hubert Schaefer I|Giuseppe Ingravallo|Mertie Hessel|Gerda Langworth	Lung Cancer|Artificial Cells Nanomedicine and Biotechnology|Organic Letters|Lung Cancer|Scientific Reports|Journal of Cancer Research and Clinical Oncology|Infection and Immunity|Current Pharmaceutical Design|Cell Cycle|Clinica Chimica Acta|Journal of Chromatography A	Memorial University of Newfoundland|King's College London|Lawrence Berkeley National Laboratory	NA	10	1	11	3	0	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	6	28.833333333333332	PhD	Biology	10	9539	5	0	29	20	11	27	public	TRUE
286	Iliana Ernser	Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale	Infection, and Immunity, Jan. 2000, p. 72Ã79 Vol. 68, No. 1	10.1128/IAI.02.4.27-46.2015	2015	January	1	1	0	1	Mirrored blot	1	NA	0	1	0	1	Iliana Ernser	University of Phoenix Online	194	1113	2014	2020	Materials science|Biology|Transcription factor|Internal medicine|Medicine|Pancreatic cancer|Cancer research|CTGF|Gene|Schwann cell	Journal publications	Will Beatty|Alisa Schultz|Robbie Klein|Abigale Fahey|Travon Hackett|Belle Kris|Marielle Johnston|Cecilia Jewess|Soledad Roob|Maurine Zulauf	Infection and Immunity|Research in Veterinary Science|Phytomedicine|Chemical Science|Molecular and Clinical Oncology	University of Phoenix Online|University of California, Los Angeles|Institute of Cancer Research|China Medical University (PRC)|National Kaohsiung Normal University|University of Connecticut|Icahn School of Medicine at Mount Sinai|Huazhong University of Science and Technology|University of Illinois at Chicago|Genome Institute of Singapore|The Chinese University of Hong Kong	NA	10	1	5	11	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	6	32.333333333333336	PhD	Biostatistics	10	115794	19	1	9	22	16	84	public	TRUE
287	Margie Graham	Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Heterologous Vaccine Antigens	Nature, Vol. 401, 7 October 1999, page 616	10.1038/06275	2015	January	0	0	0	1	Duplicated blots	1	NA	0	0	1	1	Margie Graham	University of Osnabr¸ck	19	10834	2000	2017	Proinflammatory cytokine|Amyloid precursor protein secretase|Diabetes mellitus|Pathogenesis|Biology|Internal medicine|Mutation|Catenin|Microbiology|Messenger RNA	Journal publications	Bertha Denesik	Nature Genetics|Neurobiology of Disease|Journal of Fish Diseases|Cell Biology International|Journal of Investigative Dermatology	University of Osnabr¸ck|University of Oxford|Osaka City University|University of Iowa|Tufts University	NA	1	1	5	5	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	20	0.95	NA	NA	4	22140	2	0	8	5	7	31	public	TRUE
288	Xzavier Denesik	Edwardsiella tarda Eta1, an In Vivo-Induced Antigen That Is Involved in Host Infection	PLOS Pathogens, February 2014 | Volume 10 | Issue 2 | e1003981	10.1371/journal.ppat.10.1371	2015	January	0	0	0	0	Multiple cases of duplicated blots	1	NA	0	1	1	1	Xzavier Denesik	Fudan University	30	10782	1992	2017	Adipokine|Genotyping|Epithelial polarity|Biology|Endocrinology|Cancer research|Cell biology|Catenin|Pancreatic cancer|Oncogene	Journal publications	Guadalupe Conroy|Jamel Mayer|Carleton Larkin|Ignatius O'Keefe|Ansel Dibbert|Rick Daugherty|Agustina Gleichner|Laverne Bergstrom|Willa Lubowitz|Eleanora Fadel	PLOS Pathogens|Journal of the Medical Association of Thailand Chotmaihet thangphaet|PLOS Pathogens|International Journal of Molecular Sciences|Cancer treatment and research|Aerobiologia|International Journal of Medical Microbiology|Cell Death and Disease|Journal of The American College of Surgeons|Molecular Biology and Evolution|BioMed Research International	Fudan University|Imperial College London|Korea Research Institute of Bioscience and Biotechnology|University of Sydney|Fujian University of Traditional Chinese Medicine|National Institutes of Health|Anschutz Medical Campus|Matsumoto Dental University|Peking Union Medical College|China Pharmaceutical University|Commissariat Ã  l'Ã©nergie atomique et aux Ã©nergies alternatives	NA	10	1	11	11	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	28	1.0714285714285714	PhD	Microbiology with a minor in Biochemistry	10	34918	3	0	1	18	5	38	private 	TRUE
289	Romaine Reichel	The Type VI Secretion System Encoded in Salmonella Pathogenicity Island 19 Is Required for Salmonella enterica Serotype Gallinarum Survival within Infected Macrophages	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081	10.1155/2015/448407	2015	January	1	1	1	1	Duplicated mirrored band, stamping in background	1	NA	0	1	0	1	Romaine Reichel	Harvard University	42	4862	1996	2018	Hepatocellular carcinoma|Stevioside|Biology|Apoptosis|Cancer research|Medicine|Biochemistry|Epithelialâ€“mesenchymal transition|Dengue virus|Western blot	Journal publications	Beverly Hirthe|Mabelle Pfannerstill|Maud Bailey|Lysanne Aufderhar|Uriel Rowe|Marcelino Reynolds|Mertie Hessel|Emilie Will|Abby Blanda|Will Beatty	Evidence|Cancer Biomarkers|Journal of Autoimmunity|British Journal of Pharmacology|International Journal of Molecular Sciences|Prostaglandins & Other Lipid Mediators|Scientific Reports|Neoplasia|Mediators of Inflammation|Pathology|Biomarker Insights	Harvard University|Southern General Hospital|Temple University|First Affiliated Hospital of Xinjiang Medical University	NA	10	1	11	4	0	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	24	1.75	Other	English Oral; English Literature/English Language/Mathematics/Biology /Geography/History/Typing	1	77579	7	1	21	1	0	46	public	TRUE
290	Lavon Price	Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-Like Receptor 4 Signaling Pathway	Infection, and Immunity, Oct. 2001, p. 6131Ã6139 Vol. 69, No. 10	10.1128/IAI.78.10.1128Ã9848.2015	2015	January	1	1	1	0	Duplicated control blot panel	1	NA	1	0	0	1	Lavon Price	University of North Dakota	58	4247	2011	2018	Bone morphogenetic protein 2|Apoptosis|Genetics|Transcription factor|Biology|Medicine|Proinflammatory cytokine|Diabetes mellitus|Inorganic chemistry|Alternative splicing	Journal publications	Velva Mayer|Malinda Cartwright|Taryn Reynolds|Dylan Boehm|Dana Pouros|Xiaofei Cong|Takashi Ooshima|Peggie Kuvalis|Jonatan Nicolas|Elmo McDermott	Infection and Immunity|European Journal of Clinical Microbiology & Infectious Diseases|Infection and Immunity|Molecular Neurobiology	University of North Dakota|Kettering University|Shantou University	NA	10	1	4	3	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	9	6.444444444444445	Other	Plant Pathology/Phytopathology	1	74755	11	0	22	12	3	53	public	TRUE
291	Velma Kemmer	Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila Icm/Dot System	Nature, Vol 454, 7 August 2008, page 776	10.1038/nature36637	2015	January	1	1	1	0	Cut, and duplicated SDS PAGE parts	1	NA	1	0	0	1	Velma Kemmer	Tufts University	186	5462	2000	2016	Genetics|Cell biology|Endosome|Locus (genetics)|Biology|Transfection|Chemical engineering|Toxicology|Apoptosis|Virology	Journal publications	Heath Gibson|Lexus Bayer|Kasandra Mueller|Valerie Kemmer|Lexi Gusikowski|Nicolas Tapon|Keara Wiza|Ceasar Will|Alisa Wyman|Saul Bednar Sr.	Nature|Cell Division|Annals of clinical and translational neurology|PLOS ONE|Journal of Clinical Microbiology|Analytical Biochemistry|Hepatology|Biochemical Society Transactions|Clinical & Developmental Immunology|Letters in Applied Microbiology|Carcinogenesis	Tufts University|The Chinese University of Hong Kong|Inje University|Central South University|University of Pennsylvania|University of Edinburgh|Xi'an Jiaotong University|University of Massachusetts Medical School|International Medical University|Queen Mary University of London|Yale University	NA	10	1	11	11	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	20	9.3	NA	NA	4	66757	10	0	34	15	5	37	private	TRUE
292	William Gusikowski	Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections	PLOS ONE, January 2013 | Volume 8 | Issue 1 | e53940	10.1371/journal.pone.4265024	2015	January	1	0	0	0	Duplicated control blot panel	1	NA	1	1	0	1	William Gusikowski	University of Minnesota	40	1074	1993	2015	Osteopontin|Toll-like receptor|Cancer research|Virology|Chemistry|Inflammation|Biochemistry|Bone morphogenetic protein receptor|Adipose tissue|GPX2	Journal publications	Manuela Dietrich|Jamey Smitham DVM|Michaela Rolfson|Eduardo Hills|Doris Dietrich|Mariah Hayes|Hilbert Hegmann|Breana Fadel|Cheyenne Reilly|Nola Wilderman	Journal of the American Chemical Society|Proceedings of the National Academy of Sciences of the United States of America|Journal of Immunology|Nature Genetics|Microbiology|JAMA Oncology|Journal of Cellular Physiology|BioMed Research International|Traffic|Gut microbes|International Journal of Medical Microbiology	University of Minnesota|Mayo Clinic|Pamela Youde Nethersole Eastern Hospital	NA	10	1	11	3	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	27	1.4814814814814814	NA	NA	4	155367	1	1	23	10	6	42	private	TRUE
