authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding
Jing Huang, Xianghua Ye, Jian Guan, Bin Chen, Qisheng Li, Xiaokang Zheng, Laiyu Liu, Shuang Wang, Yanqing Ding, Yi Ding, and Longhua Chen	Tiam1 is associated with hepatocellular carcinoma metastasis	Int. J. Cancer: 132, 90Ð100 (2013)	10.1002/ijc.27627	2013	NA	0	0	1	0	Overlapping microscopy images; multiple cases	1	2015-08-07	0	1	0	1	Jing Huang	Boston Children's Hospital	34	2157	2007	2020	Nanoparticle|Iron oxide nanoparticles|Materials science|In vivo|Nanotechnology|Biology|Magnetic nanoparticles|Chemistry|Magnetic resonance imaging|Nanoconjugates	Journal publications|Other	Hui Mao|Peng Guo|Xingguo Li|Liya Wang|Jin Xie|Xiaoyuan Chen|Marsha A. Moses|Kai Chen|Lily Yang|Debra T. Auguste	Biomaterials|Proceedings of the National Academy of Sciences of the United States of America|ACS Nano|Chemical Communications|Theranostics|Journal of Materials Chemistry B|Nature Communications|Advanced Functional Materials|ACS Applied Materials & Interfaces|Small	Boston Children's Hospital|Emory University|Peking University|Stanford University|Harvard University|City College of New York|Northeastern University|National Institutes of Health|Harbin Medical University|Brigham and Women's Hospital	NA	10	2	10	10	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	13	2.6153846153846154	PhD	Computational Biology	10	46009	5.01	0.1	11.75	9.25	7.75	NA	private
Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi	c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibition, endoplasmic reticulum stress increase and Notch down-regulation	Int. J. Cancer: 132, 1940Ð1953 (2013)	10.1002/ijc.27863	2013	NA	0	0	1	0	Duplicated FACS panels, but different gating numbers	1	2015-08-07	0	1	0	1	Emanuela Rosati	University of Perugia	58	1407	1990	2019	Immunology|Biology|Chronic lymphocytic leukemia|Cell biology|Medicine|Molecular biology|Notch signaling pathway|Apoptosis|Signal transduction|Mutation	Journal publications|Other	Pierfrancesco Marconi|Franca Falzetti|Mauro Di Ianni|Isabella Screpanti|Stefano Baldoni|Paolo Sportoletti|Katia Fettucciari|Rita Sabatini|Beatrice Del Papa|Andrea Bartoli	Blood|British Journal of Haematology|Leukemia|International Journal of Cancer|Frontiers in Oncology|Oncotarget|Best Practice & Research Clinical Haematology|Journal of Immunology|European Journal of Immunology|Immunology	University of Perugia|University of L'Aquila|Sapienza University of Rome|University of Chieti-Pescara|Stanford University|Weizmann Institute of Science|Boston Children's Hospital|Universidade Federal do Espírito Santo|Istituto Superiore di Sanità|National Research Council	NA	10	2	10	10	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	30	1.9333333333333333	NA	NA	4	46009	5.01	0.1	12.25	9.5	8	57.2	public 
Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe	Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors	Int. J. Cancer: 132, 795Ð806 (2013)	10.1002/ijc.27730	2013	NA	0	1	0	0	Duplicated microscopy images	1	2015-07-01	0	1	0	1	Gayathri Chadalapaka	Texas A&M University	34	2686	2007	2018	Biology|Molecular biology|Cancer research|Cell growth|Pancreatic cancer|Gene knockdown|RNA interference|HOTAIR|Survivin|Transcription factor	Journal publications|Other	Stephen Safe|Indira Jutooru|Kyounghyun Kim|Robert C. Burghardt|Greg A. Johnson|Sang Bae Kim|James H. Frank|Satya S. Pathi|Sudhakar Chintharlapalli|Sabitha Papineni	Oncogene|Cancer Research|Journal of Biological Chemistry|International Journal of Cancer|Molecular Cancer Research|Oncotarget|Carcinogenesis|Bioorganic & Medicinal Chemistry Letters|PLOS ONE|Molecular and Cellular Biology	Texas A&M University|Texas A&M Health Science Center|University of Texas MD Anderson Cancer Center|University of Paris|Curie Institute|Baylor College of Medicine|Chonbuk National University|Wellington Management Company|University of Cincinnati|University of Illinois at Chicago	NA	10	2	10	10	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	13	2.6153846153846154	PhD	Cancer Research and Toxicology	10	46009	5.01	0.1	12.75	10	8	66.2	public 
Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen	Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells	Int. J. Cancer: 132, 2270Ð2282 (2013)	10.1002/ijc.27927	2013	NA	0	0	1	0	Multiple cases of overlapping microscopy images	1	2015-07-01	1	0	0	1	Baoyi Zhu	Sun Yat-sen University	7	41	2011	2013	Cancer research|Biology|Medicine|Surgery|Ureter|Urology|Gene silencing|Phosphorylation|Apoptosis|Small interfering RNA	Journal publications	Xingqiao Wen|Chunwei Ye|Yi Cai|Songwang Cai|Huaiqiu Huang|Yu Wang|Xiaojuan Li|Yuying Zhang|Yiran Tao|Ruihan Chen	International Journal of Cancer|Journal of Endourology|Laboratory Investigation|Open Journal of Urology|Clinical and Investigative Medicine|Current Urology	Sun Yat-sen University|University of Rochester Medical Center	NA	10	1	6	2	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	9	0.7777777777777778	NA	NA	4	46009	5.01	0.1	37.25	29.5	23.25	61.5	public 
Jing Hu, Holly Deng, and Eileen A. Friedman	Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition	Int. J. Cancer: 132, 2258Ð2269 (2013)	10.1002/ijc.27917	2013	NA	0	0	1	0	Duplicated FACS panels, but different gating numbers	1	2015-07-01	0	1	0	1	Jing Hu	State University of New York System	1	22	2011	2011	Cancer|Cell|Apoptosis|Cyclin D1|Cisplatin|Ovarian cancer|Cancer research|Cell growth|Cell culture|Biology	Journal publications	Hassan Nakhla|Eileen Friedman	International Journal of Cancer	State University of New York System|State University of New York Upstate Medical University	NA	2	1	1	2	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	9	0.1111111111111111	PhD	Biology/Biological Sciences, General	10	46009	5.01	0.1	27	21.75	16.75	NA	public
R. van Gelderen, J. Carson, N. Gudkovs, and B. Nowak	Physical characterisation of Tenacibaculum maritimum for vaccine development	Journal of Applied Microbiology 2010, 109:1668Ð1676	10.1111/j.1365-2672.2010.04795.x	2010	NA	0	1	0	0	Multiple cases of duplicated blot strips	1	NA	0	0	1	1	R. van Gelderen	University of Tasmania	4	168	2007	2010	Biology|Fishery|Welfare|Ecology|Morality|Animal ethics|Information quality|Animal welfare|Tenacibaculum maritimum|Salmo	Journal publications	Natalie A. Moltschaniwskyj|José Eduardo A. R. Marian|David L. Sinn|Billy Sinclair|Marek R. Lipinski|Mitsuo Sakai|Roger Villanueva|K. Warnke|M. K. Nishiguchi|D.J. Shulman	Reviews in Fish Biology and Fisheries|Diseases of Aquatic Organisms|Journal of Fish Diseases|Journal of Applied Microbiology	University of Tasmania|New Mexico State University|Spanish National Research Council|University of São Paulo|University of Massachusetts Amherst|Central Queensland University|Stanford University|Australian Animal Health Laboratory	NA	10	1	4	8	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	13	0.3076923076923077	PhD	Plant Molecular Biology	10	51021	4.22	0.1	19.5	14	10	55.9	public
Robert P. Ryan, Jean Lucey, Karen OÕDonovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, and J. Maxwell Dow	HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa	Environmental Microbiology (2009) 11(5), 1126Ð1136	10.1111/j.1462-2920.2008.01842.x	2009	NA	0	0	1	0	Duplicated pic of agar plate, but different exposure.	1	2016-02-23	0	1	0	1	Robert P. Ryan	University of Dundee	57	4408	2006	2018	Biology|Microbiology|Genetics|Xanthomonas campestris|Virulence|Xanthomonas|Cyclic di-GMP|Bacteria|Biochemistry|Genome	Journal publications|Other	J. Maxwell Dow|Yvonne McCarthy|Adam J. Bogdanove|Shi-Qi An|Prabhu B. Patil|Frank F. White|Ralf Koebnik|Steven L. Salzberg|Ramesh V. Sonti|Jan E. Leach	Molecular Microbiology|Nature Reviews Microbiology|BMC Genomics|Journal of Bacteriology|Proceedings of the National Academy of Sciences of the United States of America|PLOS ONE|Trends in Microbiology|PLOS Pathogens|Journal of Molecular Biology|The EMBO Journal	University College Cork|University of Dundee|Iowa State University|Council of Scientific and Industrial Research|Kansas State University|Colorado State University|University of Maryland, College Park|Wellcome Trust Sanger Institute|University of Maryland, Baltimore|Kyoto Prefectural University	NA	10	2	10	10	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	14	4.071428571428571	NA	Business Administration and Management, General	4	8268	4.91	0.04	16.75	13.5	10	56.9	public
Laurent Guillon, Maher El Mecherki, Stephan Altenburger, Peter L. Graumann, and Isabelle J. Schalk	High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa: clustering of PvdA at the old cell poleemi_274	Environmental Microbiology (2012) 14(8), 1982Ð1994	10.1111/j.1462-2920.2012.02741.x	2012	NA	0	1	0	0	Duplicated set of images - most likely an error	1	2016-02-23	0	1	0	1	Laurent Guillon	University of Strasbourg	14	673	2005	2016	Siderophore|Biology|Pyoverdine|Biochemistry|Periplasmic space|Secretion|Cytoplasm|Pseudomonas aeruginosa|Bacteria|Microbiology	Journal publications	Isabelle J. Schalk|Vincent Croquette|David Bensimon|Thierry Mora|Nicolas Desprat|Thomas Julou|Laure Journet|Iain L. Lamont|Emilie Yeterian|Lois W. Martin	Environmental Microbiology|Amino Acids|Proceedings of the National Academy of Sciences of the United States of America|FEBS Letters|Biochemistry|Organic Letters|Journal of Inorganic Biochemistry|PLOS ONE|ACS Chemical Biology|Methods in Enzymology	University of Strasbourg|Centre national de la recherche scientifique|University of California, Los Angeles|École Normale Supérieure|University of Otago|Autonomous University of Barcelona|University of Rouen|University of Barcelona|University of Marburg|University of Freiburg	NA	10	1	10	10	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	15	0.9333333333333333	PhD	Biochimie et biologie moléculaire	10	13228	5.76	0.05	12.75	9.5	5.75	60.6	public
Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen	Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse	Environmental Microbiology (2012) 14(10), 2788Ð2799	10.1111/j.1462-2920.2012.02788.x	2012	NA	0	1	0	0	Multiple cases of duplicated blot panels	1	2016-02-23	0	1	0	1	Lei-Chin Chen	I-Shou University	6	34	2011	2015	Biology|Genetics|Apoptosis|Gene|DNA damage|Molecular biology|Comet assay|DNA repair|Gene expression|Mutagen	Journal publications	Ssu-Ching Chen|You-Cheng Hseu|Jong-C. Wu|Chin-H. Chen|Jui-Shan Tsai|Soi M. Chye|Yen-Fan Tuan|Jung-Chi Chen|Jwu-Ching Shu|Chien-Yen Chen	Environmental and Molecular Mutagenesis|Environmental Microbiology|International Journal of Medical Microbiology|Environmental Toxicology	National Kaohsiung Normal University|I-Shou University|National Central University|China Medical University (PRC)|Fooyin University|Taipei Medical University|International Medical University|National Chung Cheng University|Chang Gung University|University of Memphis	NA	10	1	4	10	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	9	0.6666666666666666	NA	NA	4	13228	5.76	0.05	25.25	21.25	14	NA	private
Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono	Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy	Microbiol. Immunol., 48(4), 289Ð295, 2004	10.1111/j.1348-0421.2004.tb03525.x	2004	NA	0	1	0	0	Duplicated blot strips, two cases	1	NA	0	0	1	1	Isao Hara	Wakayama Medical University	412	8543	1987	2020	Medicine|Urology|Cancer|Surgery|Prostate cancer|Pathology|Internal medicine|Biology|Bladder cancer|Cancer research	Journal publications|Other	Hideaki Miyake|Sadao Kamidono|Masato Fujisawa|Soichi Arakawa|Hiroshi Eto|Yasuo Kohjimoto|Hiroshi Okada|Shoji Hara|Kazuki Yamanaka|Mototsugu Muramaki	International Journal of Urology|The Journal of Urology|Urology|BJUI|Clinical Cancer Research|Oncology Reports|Urologia Internationalis|Urologic Oncology-seminars and Original Investigations|Cancer Immunology, Immunotherapy|International Urology and Nephrology	Kobe University|Wakayama Medical University|University of British Columbia|Vancouver General Hospital|Iwate Medical University|Kyoto Prefectural University of Medicine|University of Tokyo|Kindai University|Sapporo Medical University|Akita University	NA	10	2	10	10	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	33	12.484848484848484	NA	NA	4	2167	1.44	NA	40.5	0	0	NA	public
Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, and Shiro Kato	Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test	Microbiol. Immunol., 49(3), 219Ð225, 2005	10.1111/j.1348-0421.2005.tb03723.x	2005	NA	0	0	0	1	Possible patches in microscopy, possible duplicated lanes	1	NA	0	1	0	1	Noritoshi Kitamoto	University of Hyogo	58	1732	1980	2019	Chemistry|Biology|Monoclonal antibody|Biochemistry|Virology|Molecular biology|Epitope|Capsid|Norwalk virus|Virus	Journal publications	Tomoyuki Tanaka|Yoji Kato|Mary K. Estes|Enoch Y. Park|Tian-Cheng Li|Tetsuro Suzuki|Naokazu Takeda|Akari Ishisaka|Toshihiko Osawa|Yoko Nitta	Journal of Agricultural and Food Chemistry|Biosensors and Bioelectronics|Journal of Virology|Free Radical Biology and Medicine|Journal of Clinical Microbiology|Clinical and Vaccine Immunology|Biochemical and Biophysical Research Communications|Journal of Biological Chemistry|Chemical Research in Toxicology|Microbiology and Immunology	University of Hyogo|National Institutes of Health|Nagoya University|Baylor College of Medicine|Shizuoka University|Hamamatsu University|Eastern Virginia Medical School|Sugiyama Jogakuen University|University of Tokushima|Tohoku University	NA	10	1	10	10	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	40	1.45	NA	NA	4	2183	1.61	NA	41.5	0	0	NA	public
Kotla Siva Reddy, Dowlathabad. Muralidhar Rao, Hosur Joyappa Dechamma, Veluvarthy V.S. Suryanarayana, and Golla Ramalinga Reddy	Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity	Microbiol Immunol 2010; 54: 564Ð567	10.1111/j.1348-0421.2010.00241.x	2010	NA	0	0	0	1	Marker bands all identical?	1	NA	0	0	1	1	Kotla Siva Reddy	Indian Veterinary Research Institute	2	7	2010	2012	Molecular biology|Biology|Virology|DNA vaccination|Naked DNA|Vaccination|Plasmid|Virus|Inactivated vaccine|Immunity	Journal publications	H.J. Dechamma|Veluvarthy V.S. Suryanarayana|G. R. Reddy|Susarla Gopalakrishna|Brabhi R. Rashmi|N. Banumathi|Dowlathabad. Muralidhar Rao	Journal of Gene Medicine|Microbiology and Immunology	Indian Veterinary Research Institute|Australian National Drag Racing Association	NA	7	1	2	2	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	10	0.2	NA	NA	4	2634	1.23	0.01	12.25	9.5	4.75	NA	public
H. Liu, D. Gu, L. Sheng, Q. Wang, and Y. Zhang	Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease Asp production in Vibrio alginolyticus with modified Gateway-compatible plasmids	Letters in Applied Microbiology 55, 73Ð81, 2012	10.1111/j.1472-765X.2012.03263.x	2012	NA	0	0	0	1	duplicated blot panel	1	NA	0	0	1	1	H. Liu	Central South University	948	20428	1983	2020	Chemistry|Organic chemistry|Catalysis|Biochemistry|Biology|Nanotechnology|Stereochemistry|Medicine|Inorganic chemistry|Materials science	Journal publications|Repository papers|Patents|Other|Conference publications	Hualiang Jiang|Jiang Wang|Yu Zhou|Deju Ye|José Luis Aceña|Vadim A. Soloshonok|Kaixian Chen|Enguang Feng|Yu Zhou|He Huang	ChemInform|Chemical Reviews|Journal of Organic Chemistry|Bioorganic & Medicinal Chemistry|Journal of Medicinal Chemistry|Advanced Synthesis & Catalysis|Chemical Communications|RSC Advances|Green Chemistry|Organic Letters	Chinese Academy of Sciences|Shanghai University|Central South University|China Pharmaceutical University|East China University of Science and Technology|Southeast University|ShanghaiTech University|Ikerbasque|University of the Basque Country|Nanjing University	SOPO: Symposium on Photonics and Optoelectronics|IEMDC: International Electric Machines and Drives Conference	10	5	10	10	2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	37	25.62162162162162	NA	NA	4	6273	1.63	0.01	23	18.5	9.5	53	public 
Sandrine Koechler, Jessica Cleiss-Arnold, Caroline Proux, Odile Sismeiro, Marie-Agne_s Dillies, Florence Goulhen-Chollet, Florence Hommais, Didier Livremont, Florence Arsne-Ploetze, Jean-Yves CoppŽe, Philippe N Bertin Gi	Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans	BMC Microbiology 2010	10.1186/1471-2180-10-53	2010	NA	0	1	0	0	Duplicated blot strips, multiple cases	1	2017-03-28	0	1	0	1	Sandrine Koechler	University of Strasbourg	26	946	2005	2020	Biology|Arsenite|Bacteria|Arsenic|Microbiology|Ecology|Herminiimonas arsenicoxydans|Genome|Microorganism|Genetics	Journal publications|Other|Book chapters	Philippe N. Bertin|Florence Arsène-Ploetze|Jessica Cleiss-Arnold|Claudine Médigue|Marie Marchal|Didier Lièvremont|Jean-Yves Coppée|Valérie Barbe|Violaine Bonnefoy|Jean Weissenbach	PLOS Genetics|The ISME Journal|BMC Microbiology|Biochimie|PLOS ONE|Research in Microbiology|Genome Biology and Evolution|Frontiers in Microbiology|International Journal of Systematic and Evolutionary Microbiology|BMC Genomics	University of Strasbourg|Centre national de la recherche scientifique|Pasteur Institute|University of Lyon|Institut national de la recherche agronomique|Aix-Marseille University|Helmholtz Centre for Environmental Research - UFZ|University of Montpellier|French Alternative Energies and Atomic Energy Commission|University of Paris-Sud	NA	10	3	10	10	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	15	1.7333333333333334	NA	NA	4	3159	2.96	0.02	17.5	26.5	7.25	60.6	public
Scarlett R Holdsworth, and Christopher J Law	Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH homeostasis in Escherichia coli	BMC Microbiology 2013, 13:113	10.1186/1471-2180-13-113	2013	NA	0	0	1	0	Overlapping images of colony panels	1	2017-04-12	0	1	0	1	Scarlett R Holdsworth	Queen's University Belfast	6	93	2012	2014	Escherichia coli|Biology|Major facilitator superfamily|Biochemistry|Transporter|Efflux|Membrane transport protein|Microbiology|Antiporter|Active transport	Journal publications|Other	Christopher J. Law|Paul McVeigh|Kamela O. Alegre|James A. Brown|Stephanie Paul|Sharon M. Kelly|Matthew Rice	Molecular Microbiology|BMC Microbiology|Journal of Antimicrobial Chemotherapy|Biochimie	Queen's University Belfast|University of Glasgow	NA	7	2	4	2	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	8	0.75	NA	NA	4	6431	2.98	0.03	12.75	10	8.25	55.8	public
Daniel C Kraushaar, Wenfei Jin, Alika Maunakea, Brian Abraham, Misook Ha, and Keji Zhao	Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3	Genome Biology 2013, 14:R121	10.1186/gb-2013-14-10-r121	2013	NA	0	1	0	0	duplicated microscopy panel; might be error	1	NA	0	1	0	1	Daniel C Kraushaar	National Institutes of Health	7	344	2010	2018	Biology|Molecular biology|Genetics|Histone|Chromatin|Nucleosome|Transcription factor|Cellular differentiation|Fibroblast growth factor|Embryonic stem cell	Journal publications	Lianchun Wang|Keji Zhao|Misook Ha|Yu Yamaguchi|Stephen Dalton|Brian J. Abraham|Wenfei Jin|Alika K. Maunakea|Eduard Condac|Kelley W. Moremen	Journal of Biological Chemistry|Genome Biology|International Journal of Biological Sciences|Epigenetics & Chromatin|Biological Chemistry|Genome Research	Samsung|National Institutes of Health	NA	10	1	6	2	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	10	0.7	NA	NA	4	19687	10.47	0.08	14.75	11.75	10	NA	public
Arumugam Nagalingam, Jack L Arbiser, Michael Y Bonner, Neeraj K Saxena, and Dipali Sharma	Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis	Breast Cancer Research 2012, 14:R35	10.1186/bcr3128	2012	NA	0	1	0	0	Duplicated microscopy images	1	2017-03-28	0	1	0	1	Arumugam Nagalingam	Johns Hopkins University	42	954	2009	2019	Cancer research|Biology|Carcinogenesis|Cancer|Medicine|Cancer cell|Adiponectin|Immunology|Leptin|Breast cancer	Journal publications|Other	Neeraj K. Saxena|Dipali Sharma|Dipali Sharma|Panjamurthy Kuppusamy|Jack L. Arbiser|Michael Y. Bonner|Dimiter Avtanski|Cynthia Cohen|Nethaji Muniraj|Balázs Gyorffy	Cancer Research|Oncogene|Carcinogenesis|Gastroenterology|Oncotarget|Molecular Oncology|Hepatology|Breast Cancer Research|Neoplasia|Current Bioactive Compounds	Emory University|University of Maryland, Baltimore|Johns Hopkins University|Johns Hopkins University School of Medicine|Semmelweis University|United States Department of Veterans Affairs|Stanford University|National Institutes of Health|Harvard University|Morehouse School of Medicine	NA	10	2	10	10	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	11	3.8181818181818183	NA	NA	4	7547	5.87	0.03	19.75	16.5	11	84.8	private 
Ingunn Holen, Jacob Whitworth, Faith Nutter, Alyson Evans, Hannah K Brown, Diane V Lefley, Ivana Barbaric, __Mark Jones, and Penelope D Ottewell	Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell dissemination in vivo	Breast Cancer Research 2012, 14:R86	10.1186/bcr3201	2012	NA	0	1	0	0	Duplicated microscopy images	1	2017-03-28	0	1	0	1	Ingunn Holen	University of Sheffield	192	7529	1990	2020	Medicine|Breast cancer|Zoledronic acid|Cancer research|Cancer|Pathology|Internal medicine|Biology|Immunology|Metastasis	Journal publications|Other|Repository papers|Patents	Penelope D. Ottewell|Robert E. Coleman|Peter I. Croucher|Hannah K. Brown|Nicola J. Brown|Colby L. Eaton|R.E. Coleman|Valerie Speirs|Diane V. Lefley|Simon S. Cross	Breast Cancer Research|Cancer Treatment Reviews|Cancer Research|Breast Cancer Research and Treatment|International Journal of Cancer|Clinical Cancer Research|Journal of the National Cancer Institute|Annals of Oncology|Bone|Blood	University of Sheffield|University of Leeds|University of Oxford|University of Manchester|Cardiff University|Institute of Cancer Research|University of Glasgow|University of Birmingham|Harvard University|Brighton and Sussex Medical School	NA	10	4	10	10	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	30	6.4	NA	NA	4	7547	5.87	0.03	22.5	20	12	66.3	public
Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun	A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion	Breast Cancer Research 2012, 14:R127	10.1186/bcr3322	2012	NA	0	1	0	0	Duplicated blot panels	1	2017-03-28	0	1	0	1	Meiou Dai	McGill University	11	315	2008	2018	Cancer research|Biology|Breast cancer|Cancer|Medicine|Triple-negative breast cancer|Molecular biology|Metastasis|Internal medicine|Transforming growth factor beta	Journal publications	Jean-Jacques Lebrun|Suhad Ali|Jun Tian|Nadège Fils-Aimé|Jimin Guo|Amal A Al-Odaini|Fatmah Al Raffa|Shafaat A. Rabbani|Ani Arakelian|Chieh Lo	Journal of Biological Chemistry|Breast Cancer Research|Scientific Reports|British Journal of Cancer|Cellular Signalling|Cancer Research	McGill University|Malaysian Ministry of Higher Education|St Mary's Hospital|Third Military Medical University	NA	10	1	6	4	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	12	0.9166666666666666	PhD	Cancer Biology	10	7547	5.87	0.03	21.25	18.5	11.5	74.7	public
Yi Fang Lee, Lance David Miller, Xiu Bin Chan, Michael A Black, Brendan Pang, Chee Wee Ong, Manuel Salto-Tellez, Edison T Liu, and Kartiki V Desai	JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast cancer	Breast Cancer Research 2012, 14:R85	10.1186/bcr3200	2012	NA	0	1	0	0	duplicated blots, different exposure?	1	2017-03-28	0	1	0	1	Yi Fang Lee	Genome Institute of Singapore	4	93	2007	2014	Cancer research|Breast cancer|CA15-3|Pathology|Gene expression|RNA interference|Surgical oncology|Motility|Cell growth|Medicine	Journal publications	Edison T. Liu|Kartiki V. Desai|Lance D. Miller|Brendan Pang|Michael A. Black|Xiu Bin Chan|Chee Wee Ong|Manuel Salto-Tellez|Wendy WeiJia Soon|Koichiro Inaki	Breast Cancer Research|Genome Research|Clinical Cancer Research	Genome Institute of Singapore|Queen's University Belfast|National University of Singapore|Wake Forest University|University of Otago|Université de Sherbrooke|Massachusetts Institute of Technology	NA	10	1	3	7	0	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	13	0.3076923076923077	PhD	Pre-Clinical Oncology	10	7547	5.87	0.03	18.75	11.25	7	NA	public
Meiou Dai, Amal A Al-Odaini, Nade_ge Fils-AimŽ, Manuel A Villatoro, Jimin Guo, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean Jacques Lebrunn	Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion	Breast Cancer Research 2013, 15:R49	10.1186/bcr3441	2013	NA	0	0	1	0	Overlapping microscopy images	1	2017-03-28	0	1	0	1	Meiou Dai	McGill University	11	315	2008	2018	Cancer research|Biology|Breast cancer|Cancer|Medicine|Triple-negative breast cancer|Molecular biology|Metastasis|Internal medicine|Transforming growth factor beta	Journal publications	Jean-Jacques Lebrun|Suhad Ali|Jun Tian|Nadège Fils-Aimé|Jimin Guo|Amal A Al-Odaini|Fatmah Al Raffa|Shafaat A. Rabbani|Ani Arakelian|Chieh Lo	Journal of Biological Chemistry|Breast Cancer Research|Scientific Reports|British Journal of Cancer|Cellular Signalling|Cancer Research	McGill University|Malaysian Ministry of Higher Education|St Mary's Hospital|Third Military Medical University	NA	10	1	6	4	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	12	0.9166666666666666	PhD	Cancer Biology	10	8270	5.88	0.03	19.75	15.5	12	74.7	public
